chr1	0	1958953
chr1	7421203	10058546
chr1	8195409	10359777
chr1	10824242	12936514
chr1	11234307	13261790
chr1	16290606	18377150
chr1	19153661	21429861
chr1	21880739	24036808
chr1	22037727	24075515
chr1	21989532	24082564
chr1	22037727	24066767
chr1	24482196	26884497
chr1	24713333	26713333
chr1	38288391	40382382
chr1	39200894	41256748
chr1	39443627	41806056
chr1	42759733	44949235
chr1	43118644	45484269
chr1	44321705	48074462
chr1	51381264	54114103
chr1	52199144	54626734
chr1	54076137	56145897
chr1	56315032	58578227
chr1	56315032	58431251
chr1	56375718	58407484
chr1	56310246	58429270
chr1	56415310	58431251
chr1	56415310	58426950
chr1	56415310	58431251
chr1	63096094	65145283
chr1	63593482	65657823
chr1	64531457	67522795
chr1	65089782	67169679
chr1	66597119	68743552
chr1	66787691	68916244
chr1	88373371	90440917
chr1	102455022	105933377
chr1	105777330	108868824
chr1	108814880	110822166
chr1	108814880	110822166
chr1	108816863	110822166
chr1	108816863	110822166
chr1	108715950	110872117
chr1	108518221	111067787
chr1	108757295	110839400
chr1	116306166	118968342
chr1	116824480	119100756
chr1	119354019	121432342
chr1	148716171	152590206
chr1	152440844	154539773
chr1	152757529	155236452
chr1	152843489	155688488
chr1	152843489	155688488
chr1	155615114	157626796
chr1	155873435	157972537
chr1	154033918	157977705
chr1	155882261	157934893
chr1	156478463	158944945
chr1	156481253	158857142
chr1	156668390	158815203
chr1	157907423	160369042
chr1	158175354	160175354
chr1	158175004	160177748
chr1	158175494	160176831
chr1	158144316	160722353
chr1	158676011	160705917
chr1	158763082	160798635
chr1	159433936	161468863
chr1	159652730	161681836
chr1	159668469	162248772
chr1	159759052	161800559
chr1	160077941	162972767
chr1	160457416	162645894
chr1	160291228	162972767
chr1	166503548	168531371
chr1	167463587	169533454
chr1	167663046	169980875
chr1	168374453	170484767
chr1	168457862	170577333
chr1	168458910	170578586
chr1	168467975	170577333
chr1	168467610	170576753
chr1	168464230	170521853
chr1	168469142	170512913
chr1	168095314	170522943
chr1	168484552	170510524
chr1	168079004	170522943
chr1	168525312	170872701
chr1	168569918	170575057
chr1	168525808	171054629
chr1	169227271	171789600
chr1	171371362	173426998
chr1	176958034	179915061
chr1	179123585	181169854
chr1	179113196	181210791
chr1	181942202	184138934
chr1	181876703	184380407
chr1	191690481	194212375
chr1	195021103	198630203
chr1	195348779	197944357
chr1	195240335	198309622
chr1	195652124	197672385
chr1	195646176	197733286
chr1	195277289	197984679
chr1	195646176	197672385
chr1	195646176	197672473
chr1	195186335	198311241
chr1	195179182	198311241
chr1	195646176	197672473
chr1	195646176	197672473
chr1	195652124	197669581
chr1	195646176	197672473
chr1	195646176	197672473
chr1	195494547	198002527
chr1	195118466	198311241
chr1	195646176	197672473
chr1	195351401	198165186
chr1	195186335	198311241
chr1	195646176	197672473
chr1	195646176	197672473
chr1	195646176	197717153
chr1	195363658	197986110
chr1	195646176	197672473
chr1	195186335	198309622
chr1	195646176	197672473
chr1	195494547	197984679
chr1	195646176	197881420
chr1	195646176	197672473
chr1	195646176	197672473
chr1	195646176	197672473
chr1	195646176	197672473
chr1	195646176	197817894
chr1	195646176	197672473
chr1	195646176	197672473
chr1	195646176	197672473
chr1	195652124	197672385
chr1	195646176	197726613
chr1	195646176	197672473
chr1	195646176	197672473
chr1	195646176	197672473
chr1	195652124	197668360
chr1	195646176	197672473
chr1	195646176	197726613
chr1	195646176	197679187
chr1	195646176	197726613
chr1	195658905	197672473
chr1	195646176	197941661
chr1	195657064	197671986
chr1	195652124	197672454
chr1	195646176	197672473
chr1	195646176	197672473
chr1	195646176	197701569
chr1	195646176	197672473
chr1	195654324	197672473
chr1	195646176	197984679
chr1	195646176	197905991
chr1	195262461	198097189
chr1	195351401	197905049
chr1	195646387	197910030
chr1	195648613	197825287
chr1	195648613	197903986
chr1	195674714	197825287
chr1	195024842	198785757
chr1	195040646	198832749
chr1	195282973	198832749
chr1	202051113	204288427
chr1	202057209	204261242
chr1	202428708	204481570
chr1	202240342	204666313
chr1	202407499	204481570
chr1	203121865	205148649
chr1	203417059	206435687
chr1	203417059	206424732
chr1	206080514	208143422
chr1	206269858	208555318
chr1	206298426	208806989
chr1	222659030	224900610
chr1	229278291	231326412
chr1	229293530	231307222
chr1	229230169	231417664
chr1	235340078	237484720
chr1	246719769	248722588
chr2	0	1645227
chr2	2632442	4648186
chr2	2634606	4647890
chr2	2639909	4648186
chr2	2632442	4648186
chr2	2632442	4648186
chr2	2639909	4642361
chr2	2435446	4751054
chr2	2632442	4648186
chr2	2632442	4648186
chr2	2435446	4699891
chr2	2632442	4648186
chr2	2632442	4648396
chr2	20121464	22245329
chr2	35885595	38000956
chr2	52941125	54958919
chr2	70269722	72358709
chr2	84718046	86980619
chr2	87423510	89424066
chr2	88170094	90468814
chr2	96339155	98463529
chr2	101297387	103957716
chr2	101749520	103893284
chr2	101665086	104303097
chr2	101717743	104267601
chr2	101613673	104372743
chr2	108122712	110625086
chr2	112830563	114838652
chr2	128048433	130084425
chr2	133853267	135994754
chr2	134163759	138622347
chr2	142745800	144888559
chr2	150998441	153240499
chr2	159219552	162432244
chr2	178244614	180750450
chr2	182700641	185145118
chr2	186500682	188738514
chr2	204955471	207634869
chr2	205846541	208160352
chr2	206017980	208714655
chr2	216543728	218543728
chr2	221052885	223070588
chr2	223874874	225880498
chr2	223856031	225930735
chr2	223892945	225906852
chr2	233611094	235612453
chr2	233340967	235698976
chr2	233587847	235674903
chr2	233587847	235674903
chr2	233587847	235674903
chr2	233506808	235699066
chr2	240386880	242454199
chr2	240954668	243445308
chr3	0	1136399
chr3	1140378	4098041
chr3	2136700	4152841
chr3	2135168	4160554
chr3	2801025	4837148
chr3	8769008	11468353
chr3	11026479	13489012
chr3	41591854	44098795
chr3	41549257	44098795
chr3	42031941	44189627
chr3	45485773	47485773
chr3	45369762	47504316
chr3	45279951	47586278
chr3	44934978	48506230
chr3	45279951	47586278
chr3	45279951	47549304
chr3	44845600	50334608
chr3	47601774	49601774
chr3	48385417	50540114
chr3	48552238	50643173
chr3	47564209	51552866
chr3	48385350	50731861
chr3	47213498	52515988
chr3	48405164	50731861
chr3	47695834	50890613
chr3	47221109	51519141
chr3	47536456	51362371
chr3	47770281	51199747
chr3	45770034	54201306
chr3	51299521	53523405
chr3	51585760	53823126
chr3	51566820	53838402
chr3	51230475	54053402
chr3	51584715	53838402
chr3	51208046	54281265
chr3	50410485	54457579
chr3	51029991	54457579
chr3	51217088	53847601
chr3	52740752	55147931
chr3	53151395	55163555
chr3	56077902	58450988
chr3	57639418	59676810
chr3	97354191	99434493
chr3	97250862	100023224
chr3	97303182	99462525
chr3	96764628	101329051
chr3	97332398	99989112
chr3	104079361	106292389
chr3	111568286	113634990
chr3	112596326	114651513
chr3	112595696	114651513
chr3	115106823	117122953
chr3	118117934	120250269
chr3	119169248	121169248
chr3	121815872	123857849
chr3	125227185	127294389
chr3	125228410	127294389
chr3	125688271	127781499
chr3	127287687	129424948
chr3	131119691	133447137
chr3	132439828	134553272
chr3	141599423	143667514
chr3	141599423	143655395
chr3	147558447	149569188
chr3	152979442	155038412
chr3	156355759	159720401
chr3	163602947	166032563
chr3	164435877	166755916
chr3	164461835	166735140
chr3	164436272	166743257
chr3	164480100	166499135
chr3	164462217	166735140
chr3	164500282	166521844
chr3	164521844	166521844
chr3	164435938	166814918
chr3	164480100	166707526
chr3	164521844	166521844
chr3	164435887	166859034
chr3	164435938	166814918
chr3	164500282	166521844
chr3	168194244	170194244
chr3	185211696	187363510
chr3	185312012	187341025
chr3	185233002	187341025
chr3	185323479	187510219
chr3	185358768	187395572
chr3	185391067	187391274
chr3	185358768	187395572
chr3	185393547	187396616
chr3	185358768	187471028
chr3	185354049	187474684
chr3	185358768	187453065
chr3	185395400	187501656
chr3	185358768	187471186
chr3	185359810	187456035
chr3	185182741	187551466
chr3	185359810	187397474
chr3	185379118	187397474
chr3	185361473	187397474
chr3	185398690	187469489
chr3	185365390	187511381
chr3	185398690	187453430
chr3	185445052	187453430
chr3	185606285	187661006
chr3	187099420	189133518
